coin_name,symbol,price_usd,market_cap,volume_24h,volume_change_24h,pct_change_1h,pct_change_24h,pct_change_7d,pct_change_30d,pct_change_60d,pct_change_90d,coin_type,platform,category,primary_signal,signal_strength,overall_score,composite_score,change_momentum,momentum_acceleration,risk_adjusted_momentum,price_volatility,volatility_risk,liquidity_risk,concentration_risk,nvt_score,mvrv_score,scarcity_score,efficiency_score,momentum_consistency,inv_momentum_score,inv_value_score,inv_risk_score,inv_activity_score,inv_network_score,date_added,last_updated,max_supply,circulating_supply,total_supply,annual_inflation,stock_to_flow,price_tier,momentum_category,risk_level,days_since_added,momentum_score,risk_score,investment_score,predicted_signal,potential_return
Collect on Fanable,COLLECT,0.07129990309255961,38288047.96070451,12890546.18561365,-6.9422,-0.45293423,12.49425823,129.72734902,-10.09757516,154.79622834,154.79622834,crypto,BNB Smart Chain (BEP20),Small,STRONG_BUY,100,445.2,445.2,1.17,-12.086753592571426,1.17,58.55,1.68,100.0,70,99.96,100,6.02,100.0,99.78,395.64,24.99,8.97,15.0,0.6,2025-12-24 12:05:04+00:00,2026-02-11 04:48:34.568000+00:00,3000000000.0,537000000.0,3000000000.0,17.9,0.4,Low,Neutral,Medium Risk,48,60.17,40.76,55.26,BUY,14.98
DEXGame,DXGM,0.00029641698218357604,187619.97808351807,9365.11246528,-1.9569,1.67030647,10.81000909,160.47685564,58.84633751,0.70774928,-8.83201927,crypto,Ethereum,Small,STRONG_BUY,100,527.8,527.8,1.15,-17.993294140904762,1.15,72.8,1.35,100.0,70,99.73,100,6.02,100.0,99.45,478.3,24.96,8.94,15.0,0.6,2021-12-04 04:08:09+00:00,2026-02-11 04:48:34.568000+00:00,1000000000.0,632959612.17,1000000000.0,63.3,0.0,Micro,Neutral,Medium Risk,1530,59.12,40.93,55.22,BUY,12.75
TRI SIGMA,TRISIG,4.0979739028074795e-05,0.0,74710.68976506,0.3489,46.44211157,64.04219177,36.79079908,-92.13843681,-93.72497271,-86.30537801,meme,Solana,Small,STRONG_BUY,100,421.5,421.5,4.16,8.190697294904762,4.16,11.28,8.14,100.0,70,100.0,100,6.02,100.0,0.0,371.28,25.0,9.61,15.0,0.6,2024-12-30 09:50:13+00:00,2026-02-11 04:48:34.568000+00:00,0.0,0.0,999885419.0,99988541900.0,0.0,Micro,Strong Bullish,High Risk,407,60.82,42.07,55.16,BUY,154.44
Cherry AI,AIBOT,0.0015628638751766944,346174.34835163783,516825.71550983,-4.1145,-0.82428992,113.28529837,100.12602981,-53.35976696,40.98187954,-21.52052927,crypto,BNB Smart Chain (BEP20),Small,STRONG_BUY,100,534.23,534.23,1.65,6.9960887342380955,1.65,50.97,1.92,100.0,70,99.99,100,6.02,100.0,54.32,484.63,25.0,8.99,15.0,0.6,2025-08-11 06:18:57+00:00,2026-02-11 04:48:34.568000+00:00,1000000000.0,221500000.0,1000000000.0,22.15,0.01,Low,Bullish,Medium Risk,183,57.24,40.69,54.81,BUY,31.71
Brainedge,LEARN,0.009603912166708372,0.0,17543.08959675,39.4782,-1.31589785,-4.85911236,163.46444352,7.57782824,-20.10724858,-25.83052761,crypto,Ethereum,Small,STRONG_BUY,100,589.83,589.83,1.02,-18.850001759238097,1.02,78.53,1.26,100.0,70,100.0,100,6.02,100.0,98.48,540.3,25.0,8.93,15.0,0.6,2025-05-09 04:48:55+00:00,2026-02-11 04:48:34.568000+00:00,1000000000.0,0.0,1000000000.0,0.0,1.0,Low,Neutral,Medium Risk,278,56.36,41.01,54.71,BUY,1.66
Billards Hub,8BALL,0.08965567294678803,0.0,73398.31133701,4.75,-0.10108663,0.47377026,133.19863181,197.29180894,-99.99996424,-99.99996424,crypto,Solana,Small,STRONG_BUY,100,512.58,512.58,1.06,-21.097133744809522,1.06,62.7,1.57,100.0,70,100.0,100,6.02,100.0,98.84,463.02,25.0,8.96,15.0,0.6,2025-04-24 07:29:17+00:00,2026-02-11 04:48:34.568000+00:00,5000000000.0,0.0,5000000000.0,0.0,1.0,Low,Neutral,Medium Risk,292,56.97,40.8,54.66,BUY,5.19
LABUBU (labubu.farm),LABUBU,0.007540654842298532,0.0,74529.14986922,-42.9791,-12.67589609,369.19484683,279.69189333,1866.25563257,-46.28697855,90.26154936,meme,Base,Small,STRONG_BUY,100,1418.89,1418.89,1.52,-40.09932176038095,1.52,163.07,0.61,100.0,70,100.0,100,6.02,100.0,43.84,1369.43,25.0,8.86,15.0,0.6,2025-07-31 08:31:32+00:00,2026-02-11 04:48:34.568000+00:00,1000000000.0,0.0,1000000000.0,0.0,1.0,Low,Bullish,Low Risk,194,47.01,42.47,54.64,BUY,15.36
Echo Protocol,ECHO,0.014951936086268287,4752622.404381238,555721.6481617,4.516,1.81259486,0.32427765,97.36830411,79.69197365,0.92695168,-38.48351449,crypto,BNB Smart Chain (BEP20),Small,STRONG_BUY,100,398.82,398.82,1.08,-13.274221336095238,1.08,45.4,2.16,100.0,70,99.88,100,6.02,100.0,98.57,349.22,24.98,9.02,15.0,0.6,2025-06-30 06:06:22+00:00,2026-02-11 04:48:34.568000+00:00,1000000000.0,317860000.0,1000000000.0,31.79,0.05,Low,Neutral,Medium Risk,225,58.04,40.66,54.61,BUY,7.17
Goku Super Saiyan,GOKU,0.0008598687394434549,0.0,582196.07044385,934.88,-1.99642527,138.5143995,111.28280408,28.39235431,46.44061244,-8.82638105,meme,Solana,Small,STRONG_BUY,100,719.34,719.34,1.59,6.653242909476189,1.59,60.84,1.62,100.0,70,100.0,100,6.02,100.0,47.59,669.78,25.0,8.96,15.0,0.6,2025-02-11 06:58:39+00:00,2026-02-11 04:48:34.568000+00:00,0.0,0.0,999995926.0,99999592600.0,0.0,Micro,Bullish,Medium Risk,364,54.09,40.78,54.56,BUY,24.66
FARTCOIN (fartcoin.one),FARTCOIN,0.0020278322882880447,0.0,759673.31840868,0.5187,122.48391391,625.07545417,181.79177828,882.39637251,253.63420564,175.17351019,meme,BNB Smart Chain (BEP20),Small,STRONG_BUY,100,2076.78,2076.78,1.35,39.9727529385238,1.35,224.26,0.44,100.0,70,100.0,100,6.02,100.0,0.0,2027.33,25.0,8.84,15.0,0.6,2025-04-24 07:32:14+00:00,2026-02-11 04:48:34.568000+00:00,5000000000.0,0.0,5000000000.0,0.0,1.0,Low,Bullish,Low Risk,292,38.75,43.64,54.37,HOLD,9.65
Tonomy,TONO,1.8511703902883024e-06,0.0,148225.30392876,7.9716,52.37766357,215.17606441,114.98034027,-81.42928316,-93.50371436,-97.03839776,crypto,Base,Small,STRONG_BUY,100,959.77,959.77,1.98,20.860662324809525,1.98,67.05,1.47,100.0,70,100.0,100,6.02,100.0,2.36,910.22,25.0,8.95,15.0,0.6,2025-12-11 14:00:01+00:00,2026-02-11 04:48:34.568000+00:00,50000000000.0,0.0,50000000000.0,0.0,1.0,Micro,Bullish,Medium Risk,61,49.09,40.86,54.02,BUY,2.0
CeluvPlay,CELB,0.0007248512509290707,173058.23615931562,13750.63152396,17.3177,6.00042798,50.3241346,310.11907457,4216.49683612,274.54843298,529.30724745,crypto,BNB Smart Chain (BEP20),Small,STRONG_BUY,100,1207.62,1207.62,1.28,-167.3261549045238,1.28,134.14,0.74,100.0,70,99.83,100,6.02,100.0,99.98,1158.17,24.97,8.87,15.0,0.6,2025-08-27 05:32:34+00:00,2026-02-11 04:48:34.568000+00:00,5000000000.0,238750000.0,5000000000.0,4.78,0.02,Micro,Bullish,Low Risk,167,46.73,41.94,54.01,BUY,20.48
